REF_DATE;GEO;DGUID;Indicator;UOM;UOM_ID;SCALAR_FACTOR;SCALAR_ID;VECTOR;COORDINATE;VALUE;STATUS;SYMBOL;TERMINATED;DECIMALS
2020;Canada;2016A000011124;Mean duration of marriage;Years;308;units;0;v1331258932;01.июл;15.мар;;;;1
1970;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;13.мар;;;;1
1971;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;12.апр;;;;1
1972;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;11.сен;;;;1
1973;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;11.май;;;;1
1974;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;11.апр;;;;1
1975;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;11.янв;;;;1
1976;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;10.авг;;;;1
1977;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;10.май;;;;1
1978;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;10.фев;;;;1
1979;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;10.0;;;;1
1980;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;09.сен;;;;1
1981;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;10.0;;;;1
1982;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;10.янв;;;;1
1983;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;10.фев;;;;1
1984;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;10.июн;;;;1
1985;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;10.сен;;;;1
1986;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;10.июл;;;;1
1987;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;10.авг;;;;1
1988;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;10.авг;;;;1
1989;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;10.авг;;;;1
1990;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;10.авг;;;;1
1991;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;10.авг;;;;1
1992;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;10.июл;;;;1
1993;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;10.июл;;;;1
1994;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;10.июн;;;;1
1995;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;10.сен;;;;1
1996;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;11.фев;;;;1
1997;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;11.июн;;;;1
1998;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;11.апр;;;;1
1999;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;11.июл;;;;1
2000;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;11.сен;;;;1
2001;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;12.0;;;;1
2002;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;12.фев;;;;1
2003;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;12.фев;;;;1
2004;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;12.май;;;;1
2005;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;12.апр;;;;1
2006;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;12.фев;;;;1
2007;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;12.мар;;;;1
2008;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;12.мар;;;;1
2009;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;12.фев;;;;1
2010;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;12.мар;;;;1
2011;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;12.май;;;;1
2012;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;12.май;;;;1
2013;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;12.сен;;;;1
2014;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;13.0;;;;1
2015;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;13.фев;;;;1
2016;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;13.апр;;;;1
2017;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;13.мар;;;;1
2018;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;13.фев;;;;1
2019;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;13.фев;;;;1
2020;Canada;2016A000011124;Median duration of marriage;Years;308;units;0;v1331258933;01.авг;12.авг;;;;1
1970;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;08.май;;;;1
1971;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;08.май;;;;1
1972;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;08.мар;;;;1
1973;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;08.май;;;;1
1974;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;08.июл;;;;1
1975;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;9.0;;;;1
1976;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;09.мар;;;;1
1977;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;9.0;;;;1
1978;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;9.0;;;;1
1979;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;08.сен;;;;1
1980;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;08.июл;;;;1
1981;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;09.фев;;;;1
1982;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;08.авг;;;;1
1983;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;08.май;;;;1
1984;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;08.май;;;;1
1985;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;08.мар;;;;1
1986;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;07.мар;;;;1
1987;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;05.май;;;;1
1988;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;5.0;;;;1
1989;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;5.0;;;;1
1990;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;05.янв;;;;1
1991;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;05.мар;;;;1
1992;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;05.мар;;;;1
1993;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;05.апр;;;;1
1994;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;05.апр;;;;1
1995;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;05.апр;;;;1
1996;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;05.апр;;;;1
1997;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;05.фев;;;;1
1998;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;05.фев;;;;1
1999;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;05.янв;;;;1
2000;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;05.янв;;;;1
2001;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;05.янв;;;;1
2002;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;05.мар;;;;1
2003;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;05.апр;;;;1
2004;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;05.апр;;;;1
2005;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;05.апр;;;;1
2006;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;05.янв;;;;1
2007;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;5.0;;;;1
2008;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;05.янв;;;;1
2009;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;05.янв;;;;1
2010;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;05.янв;;;;1
2011;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;05.апр;;;;1
2012;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;05.янв;;;;1
2013;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;05.янв;;;;1
2014;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;05.фев;;;;1
2015;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;05.фев;;;;1
2016;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;05.апр;;;;1
2017;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;05.янв;;;;1
2018;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;04.авг;;;;1
2019;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;04.сен;;;;1
2020;Canada;2016A000011124;Median duration of divorce proceedings;Months;220;units;0;v1331258934;01.сен;05.авг;;;;1
1986;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;1;;;;0
1987;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;4;;;;0
1988;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;5;;;;0
1989;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;5;;;;0
1990;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;7;;;;0
1991;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;7;;;;0
1992;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;8;;;;0
1993;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;9;;;;0
1994;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;10;;;;0
1995;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;11;;;;0
1996;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;12;;;;0
1997;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;13;;;;0
1998;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;14;;;;0
1999;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;15;;;;0
2000;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;16;;;;0
2001;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;18;;;;0
2002;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;18;;;;0
2003;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;19;;;;0
2004;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;19;;;;0
2005;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;21;;;;0
2006;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;21;;;;0
2007;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;21;;;;0
2008;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;21;;;;0
2009;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;21;;;;0
2010;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;20;;;;0
2011;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;21;;;;0
2012;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;22;;;;0
2013;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;23;;;;0
2014;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;24;;;;0
2015;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;24;;;;0
2016;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;25;;;;0
2017;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;29;;;;0
2018;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;29;;;;0
2019;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;30;;;;0
2020;Canada;2016A000011124;Proportion of divorce applications that are filed jointly;Percent;239;units;0;v1331258935;01.окт;31;;;;0
